,molecule_chembl_id,units,IC50,smiles,pIC50
670,CHEMBL4125764,nM,4.7,C=CC(=O)N[C@@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,8.327902142064282
671,CHEMBL308645,nM,4.7,Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.327902142064282
672,CHEMBL1914667,nM,4.7,COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)cc1,8.327902142064282
673,CHEMBL4062877,nM,4.7,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(F)ccc3O)cc12,8.327902142064282
674,CHEMBL3765425,nM,4.71,COc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)c(C#N)c3)c2cc1OCCCN1CCOCC1,8.326979092871104
675,CHEMBL1630108,nM,4.8,O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1)NO,8.318758762624412
676,CHEMBL129579,nM,4.8,OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.318758762624412
677,CHEMBL4098444,nM,4.8,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,8.318758762624412
678,CHEMBL36967,nM,4.8,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,8.318758762624412
679,CHEMBL4102886,nM,4.87,C#Cc1cccc(Nc2ncnc3cc(OCCCN4C[C@H](O)[C@@H](O)[C@H](O)[C@H]4CO)c(OC)cc23)c1,8.312471038785366
680,CHEMBL340484,nM,4.9,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1,8.309803919971486
681,CHEMBL4089279,nM,4.9,C=CC(=O)NCc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,8.309803919971486
682,CHEMBL4104515,nM,4.9,COc1ccc2c(c1)CCCN2c1nc(C)nc2c(Cc3ccccc3)cn(C)c12.Cl,8.309803919971486
683,CHEMBL4203016,nM,4.9,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCCCC5)nc(Nc5ccccc5)nc4cn3)nc2)CC1,8.309803919971486
684,CHEMBL3355887,nM,4.9,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCn1c([N+](=O)[O-])cnc1C,8.309803919971486
685,CHEMBL4103912,nM,4.9,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C,8.309803919971486
686,CHEMBL2032377,nM,4.99,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N(C)C)cc4OC)nc32)c1,8.30189945437661
687,CHEMBL3357655,nM,5.0,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,8.301029995663981
688,CHEMBL3962343,nM,5.0,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(C)C)cc3OC)ncc2Cl)c1,8.301029995663981
689,CHEMBL197640,nM,5.0,CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1,8.301029995663981
690,CHEMBL444619,nM,5.0,COc1cc(ON2CCC(C)CC2)c2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2c1,8.301029995663981
691,CHEMBL3967836,nM,5.0,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC4CN(C(=O)OC(C)(C)C)C4)cc3OC)ncc2C(F)(F)F)c1,8.301029995663981
692,CHEMBL248392,nM,5.0,COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCN1CCOCC1,8.301029995663981
693,CHEMBL3758939,nM,5.0,C[C@@H](Nc1ncnc2sc(-c3cccc(C(N)=O)c3)cc12)c1ccccc1,8.301029995663981
694,CHEMBL258282,nM,5.0,CN1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,8.301029995663981
695,CHEMBL3676341,nM,5.0,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCCNC(C)=O,8.301029995663981
696,CHEMBL3741473,nM,5.0,O=C(Nc1ccc(CN2CCCCC2)cc1)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,8.301029995663981
697,CHEMBL3741424,nM,5.0,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)c4ccccc4OC(C)=O)c(OCCOC)cc23)c1,8.301029995663981
698,CHEMBL3416625,nM,5.0,COc1ccccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.301029995663981
699,CHEMBL402294,nM,5.0,CCO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,8.301029995663981
700,CHEMBL3759022,nM,5.0,COc1cc(CO)ccc1-c1cc2c(NCc3ccccc3)ncnc2s1,8.301029995663981
701,CHEMBL475761,nM,5.0,CN1CCN(Cc2ccc(-c3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)o2)CC1,8.301029995663981
702,CHEMBL56802,nM,5.0,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,8.301029995663981
703,CHEMBL3758868,nM,5.0,COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)c(OC)c1,8.301029995663981
704,CHEMBL399371,nM,5.0,CCOc1cc2ncnc(/C=C/CCc3ccccc3)c2cc1OCC,8.301029995663981
705,CHEMBL3759280,nM,5.0,COc1cc(C=O)ccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.301029995663981
706,CHEMBL3114686,nM,5.0,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCCCC2C)CCO4)c1,8.301029995663981
707,CHEMBL4071463,nM,5.0,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,8.301029995663981
708,CHEMBL3671499,nM,5.0,C=CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,8.301029995663981
709,CHEMBL3671495,nM,5.0,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(F)F,8.301029995663981
710,CHEMBL3759929,nM,5.0,COc1ccc(CO)cc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,8.301029995663981
711,CHEMBL77782,nM,5.0,CN(C)CCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,8.301029995663981
712,CHEMBL310827,nM,5.0,Cc1c[nH]c2ccc(Nc3ncnc4cc(-c5ccccc5)sc34)cc12,8.301029995663981
713,CHEMBL332882,nM,5.0,Nc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,8.301029995663981
714,CHEMBL4079501,nM,5.0,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccncc4)ccc23)c(OC)cc1N(C)CCN(C)C,8.301029995663981
715,CHEMBL3922182,nM,5.0,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(OCc5ccccn5)c(Cl)c4)ncnc3cc2OC)C1,8.301029995663981
716,CHEMBL3655345,nM,5.0,CN(C)C/C=C/C(=O)N1Cc2sc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2C1,8.301029995663981
717,CHEMBL56266,nM,5.0,CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.301029995663981
718,CHEMBL332612,nM,5.0,Nc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.301029995663981
719,CHEMBL1201179,nM,5.0,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,8.301029995663981
720,CHEMBL3678954,nM,5.0,CC(C)n1c(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,8.301029995663981
721,CHEMBL3114701,nM,5.0,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCC(C)CC2)CCO4)c1,8.301029995663981
722,CHEMBL80809,nM,5.0,CC(=O)NCCNCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,8.301029995663981
723,CHEMBL312818,nM,5.0,c1ccc(CCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2ccnc2)cc1,8.301029995663981
724,CHEMBL3758802,nM,5.0,C#Cc1cccc(Nc2ncnc3sc(-c4ccc(CO)cc4OC)cc23)c1,8.301029995663981
725,CHEMBL2178351,nM,5.0,CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,8.301029995663981
726,CHEMBL299893,nM,5.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN(CCO)CCO,8.301029995663981
727,CHEMBL3114687,nM,5.0,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN(CC)CC)CCO4)c1,8.301029995663981
728,CHEMBL2087356,nM,5.0,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCOCOCCO4)c1,8.301029995663981
729,CHEMBL4168254,nM,5.0,CN(C)C/C=C/C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1O[C@@H]1CCOC1,8.301029995663981
730,CHEMBL4216679,nM,5.0,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,8.301029995663981
731,CHEMBL2087355,nM,5.0,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,8.301029995663981
732,CHEMBL3763796,nM,5.01,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(C#N)c3)c2cc1OCCOC,8.300162274132754
733,CHEMBL3542268,nM,5.06,OCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,8.2958494831602
734,CHEMBL3814816,nM,5.06,S=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1,8.2958494831602
735,CHEMBL4227701,nM,5.1,C=CC(=O)Nc1cc(Nc2ncc3nc(Nc4ccccc4)n(C(C)C)c3n2)c(OC)cc1N(C)CCN(C)C,8.292429823902063
736,CHEMBL289162,nM,5.1,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,8.292429823902063
737,CHEMBL4290568,nM,5.2,C=C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,8.2839966563652
738,CHEMBL2437471,nM,5.29,C=CC(=O)Nc1cccc(-n2c(=O)c(C)nc3cnc(Nc4ccc(OC)cc4)nc32)c1,8.276544327964814
739,CHEMBL4068839,nM,5.3,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(OCc4ccccn4)c(Cl)c3)c3c(N)ncnc32)C1,8.275724130399212
740,CHEMBL3622650,nM,5.3,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.275724130399212
741,CHEMBL3622671,nM,5.3,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,8.275724130399212
742,CHEMBL3933539,nM,5.3,COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3o2)cc1,8.275724130399212
743,CHEMBL4104658,nM,5.3,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,8.275724130399212
744,CHEMBL1243255,nM,5.35,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNC,8.271646217978772
745,CHEMBL338215,nM,5.4,Cc1cccc(Nc2ncnc3cc(NCCCCN(C)C)ncc23)c1,8.267606240177031
746,CHEMBL126384,nM,5.4,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,8.267606240177031
747,CHEMBL3897723,nM,5.4,COc1ccc(/C=C/C(=N/Nc2nncc3ccccc23)c2ccc(Cl)cc2)cc1,8.267606240177031
748,CHEMBL3622637,nM,5.4,COCCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,8.267606240177031
749,CHEMBL3699611,nM,5.5,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCOCC4)cc3OC)ncc2Cl)c1,8.259637310505756
750,CHEMBL3699603,nM,5.5,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)NC)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637310505756
751,CHEMBL3699583,nM,5.5,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2Cl)c1,8.259637310505756
752,CHEMBL3699613,nM,5.5,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637310505756
753,CHEMBL3699607,nM,5.5,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)(F)F)ncc2C(F)(F)F)c1,8.259637310505756
754,CHEMBL3699581,nM,5.5,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2C(F)(F)F)c1,8.259637310505756
755,CHEMBL3699622,nM,5.5,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCS(=O)(=O)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637310505756
756,CHEMBL3699584,nM,5.5,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637310505756
757,CHEMBL3622655,nM,5.5,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C1CC1,8.259637310505756
758,CHEMBL3699617,nM,5.5,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2Cl)c1,8.259637310505756
759,CHEMBL3699602,nM,5.5,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(N)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637310505756
760,CHEMBL3699587,nM,5.5,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,8.259637310505756
761,CHEMBL3699596,nM,5.5,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637310505756
762,CHEMBL3699609,nM,5.5,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637310505756
763,CHEMBL3699588,nM,5.5,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637310505756
764,CHEMBL3699586,nM,5.5,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,8.259637310505756
765,CHEMBL3699615,nM,5.5,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2Cl)c1,8.259637310505756
766,CHEMBL2048909,nM,5.5,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)S(C)(=O)=O,8.259637310505756
767,CHEMBL1643971,nM,5.5,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2Cl)c1,8.259637310505756
768,CHEMBL3699595,nM,5.5,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637310505756
769,CHEMBL3818563,nM,5.52,CCOc1cc2ncnc(N[C@@H](C)c3ccccc3)c2cc1NC(=O)[C@@H]1COC(=O)N1,8.2580609222708
770,CHEMBL1928291,nM,5.54,O=C(c1cc2ccccc2[nH]1)c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.25649023527157
771,CHEMBL3622676,nM,5.6,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CNC4CC4)cc23)c1,8.2518119729938
772,CHEMBL1873475,nM,5.6,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,8.2518119729938
773,CHEMBL3903713,nM,5.6,C(=C/c1ccccc1)\C(=N\Nc1nncc2ccccc12)c1ccccc1,8.2518119729938
774,CHEMBL4076854,nM,5.6,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3cnc(SC)[nH]3)ccn2)c1,8.2518119729938
775,CHEMBL341522,nM,5.6,Cc1cccc(Nc2ncnc3cc(NCCCN4CCN(C)CC4)ncc23)c1,8.2518119729938
776,CHEMBL4097795,nM,5.7,NP(=O)(OCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)N(CCCl)CCCl,8.244125144327509
777,CHEMBL248393,nM,5.7,COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCN1CCN(C)CC1,8.244125144327509
778,CHEMBL3219347,nM,5.78,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(F)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,8.23807216157947
779,CHEMBL3921816,nM,5.8,COc1cc(Nc2ncnc3ccc(-c4cn(CCCCCC(=O)NO)nn4)cc23)ccc1Oc1ccccc1,8.236572006437063
780,CHEMBL53203,nM,5.8,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1,8.236572006437063
781,CHEMBL3622629,nM,5.8,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.236572006437063
782,CHEMBL4294743,nM,5.8,CCC(=O)N[C@H]1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)CC1,8.236572006437063
783,CHEMBL69071,nM,5.8999999999999995,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.229147988357855
784,CHEMBL1928312,nM,5.93,COc1ccc2[nH]c(C(=O)c3cc4c(Nc5ccc(F)c(Cl)c5)ncnc4s3)cc2c1,8.226945306635738
785,CHEMBL3763757,nM,5.94,COCCOc1cc2ncnc(Nc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c(OC)c3)c2cc1OCCOC,8.226213555018806
786,CHEMBL329856,nM,6.0,CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.221848749616356
787,CHEMBL1645474,nM,6.0,NC1CCN(Cc2ccn3ncnc(Nc4cccc(Br)c4)c23)CC1,8.221848749616356
788,CHEMBL3932176,nM,6.0,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,8.221848749616356
789,CHEMBL3979610,nM,6.0,Fc1ccc(Nc2nncc3ccccc23)cc1,8.221848749616356
790,CHEMBL3758471,nM,6.0,C[C@@H](Nc1ncnc2sc(-c3cccc(C=O)c3)cc12)c1ccccc1,8.221848749616356
791,CHEMBL3963723,nM,6.0,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OC,8.221848749616356
792,CHEMBL3954587,nM,6.0,C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,8.221848749616356
793,CHEMBL7917,nM,6.0,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,8.221848749616356
794,CHEMBL4087538,nM,6.0,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CCN(C)C,8.221848749616356
795,CHEMBL3647418,nM,6.0,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1,8.221848749616356
796,CHEMBL2105719,nM,6.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,8.221848749616356
797,CHEMBL3671484,nM,6.0,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(=O)CN(C)C)CC1,8.221848749616356
798,CHEMBL4088277,nM,6.0,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cncc5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,8.221848749616356
799,CHEMBL206955,nM,6.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@@H]1C(N)=O,8.221848749616356
800,CHEMBL3234750,nM,6.0,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(Nc2ccccc2)nc1,8.221848749616356
801,CHEMBL3898447,nM,6.0,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,8.221848749616356
802,CHEMBL207815,nM,6.0,COCCN1CC(C(N)=O)(N(C)Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,8.221848749616356
803,CHEMBL3926558,nM,6.0,C=CC(=O)N1CC(Oc2cc3c(N[C@H](C)c4ccccc4)ncnc3cc2OC)C1,8.221848749616356
804,CHEMBL56502,nM,6.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN,8.221848749616356
805,CHEMBL3914159,nM,6.0,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,8.221848749616356
806,CHEMBL3759780,nM,6.0,COc1cc(F)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,8.221848749616356
807,CHEMBL3759900,nM,6.0,COc1cc(C=O)ccc1-c1cc2c(NCc3ccccc3)ncnc2s1,8.221848749616356
808,CHEMBL118130,nM,6.0,Oc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.221848749616356
809,CHEMBL471058,nM,6.0,CCc1nccn1Cc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,8.221848749616356
810,CHEMBL473438,nM,6.0,CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)[nH]1,8.221848749616356
811,CHEMBL1173655,nM,6.0,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.221848749616356
812,CHEMBL3622648,nM,6.0,C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,8.221848749616356
813,CHEMBL306315,nM,6.0,Clc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1,8.221848749616356
814,CHEMBL461795,nM,6.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CC[C@@H](C(N)=O)C1,8.221848749616356
815,CHEMBL4087646,nM,6.0,NP(=O)(OCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)N(CCCl)CCCl,8.221848749616356
816,CHEMBL3622673,nM,6.1,C#Cc1cccc(Nc2ncnc3cc(OCC)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,8.214670164989233
817,CHEMBL4063301,nM,6.13,O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C1CCCCC1,8.212539525481585
818,CHEMBL1229592,nM,6.18,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,8.209011524911183
819,CHEMBL3937949,nM,6.2,O=C(O)c1ccc(Nc2nncc3ccccc23)cc1,8.207608310501746
820,CHEMBL3219348,nM,6.26,C=CC(=O)Nc1cccc(N2C(=O)CN(Cc3ccccc3)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,8.20342566678957
821,CHEMBL590878,nM,6.27,Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1.[Cl-],8.202732459169283
822,CHEMBL3966129,nM,6.3,Clc1ccc(C(/C=C/c2ccccc2)=N\Nc2nncc3ccccc23)cc1,8.200659450546418
823,CHEMBL4282688,nM,6.3,C=C=CC(=O)Nc1cc(Nc2ncc(OC)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,8.200659450546418
824,CHEMBL4250210,nM,6.4,CNc1ccc(N(C)c2ncnc3occ(C)c23)cc1,8.193820026016112
825,CHEMBL4079658,nM,6.4,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-],8.193820026016112
826,CHEMBL3622679,nM,6.4,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CNC(C)C)cc23)c1,8.193820026016112
827,CHEMBL3655354,nM,6.4,CC(C)N(C)C/C=C/C(=O)N1CCc2c(sc3ncc(C#N)c(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,8.193820026016112
828,CHEMBL3930762,nM,6.4,Cc1ccc(Oc2ccc(Nc3ncnc4ccc(-c5cn(CCCCCC(=O)NO)nn5)cc34)cc2C)cn1,8.193820026016112
829,CHEMBL329867,nM,6.4,COc1cc2ncnc(Nc3cncc4ccccc34)c2cc1OC,8.193820026016112
830,CHEMBL162719,nM,6.4,CN1CCN(c2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1,8.193820026016112
831,CHEMBL3763405,nM,6.42,COc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)c(Cl)c3)c2cc1OCCCN1CCOCC1,8.192464971931146
832,CHEMBL3680373,nM,6.44,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCF,8.191114132640188
833,CHEMBL4101719,nM,6.47,OCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,8.1890957193313
